message,label
"प्रिय ग्राहक, तुमचे व्यवहार पूर्ण करण्यासाठी OTP 123456 सामायिक करा. 10 मिनिटांसाठी वैध",otp_request
"प्रिय करदाता, 12000 रुपये चा रिफंड मंजूर केला. www.tax-refund.fake वर बँक तपशील सत्यापित करा",tax_scam
Zomato ला 899 रुपये भरले. ऑर्डर #987654. UPI मार्फत भुगतान यशस्वी,legitimate
आपका KYC सत्यापन अपूर्ण है। 24 घंटों के भीतर यहां अपडेट करें www.kyc-update.fake,fake_kyc
Your account is temporarily blocked. Complete KYC at www.unblock-kyc.fake,fake_kyc
22-जानेवारी-24 रोजी तुमच्या खात्यात XX9012 मध्ये 5000 रुपये जमा केले आहेत. JANE SMITH कडून IMPS,legitimate
तुमचे खाते बंद करण्यासाठी चिन्हांकित केले गेले आहे. www.prevent-closure.fake वर सत्यापित करून प्रतिबंधित करा,blocking_threat
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
Rs.5000 withdrawn from ATM at MG Road on 18-Jan-24. Available balance: Rs.20000,legitimate
मोबाईल रिचार्जसाठी 750 रुपये डेबिट केले. नंबर: 9876543210. शिल्लक: 9250 रुपये,legitimate
Unusual activity detected. Account locked for security. Unlock: www.security-unlock.fake,blocking_threat
You are our 1 millionth visitor! Claim Rs.1 Lakh reward at www.visitor-prize.fake,lottery_scam
आपके पास 30000 रुपये का नहीं मिला कर रिफंड है। आधार के साथ आवेदन करें: www.unclaimed-tax.fake,tax_scam
आपने सफलतापूर्वक ABC स्टोर को UPI के माध्यम से 250 रुपये का भुगतान किया है। लेन-देन आईडी: 402345678901,legitimate
"अनधिकृत लेन-देन को उलटने के लिए, अपना डेबिट कार्ड पिन और OTP प्रदान करें",otp_request
शेवटची चेतावणी! 1 तासात खाते अवरोधन. लगेचच सत्यापन आवश्यक,blocking_threat
"आपके खाते के सत्यापन के लिए CVV, पिन और OTP की आवश्यकता है। तुरंत साझा करें",otp_request
"Dear customer, non-compliance detected. Account blocked. Unblock: www.unblock-now.fake",blocking_threat
पैकेज डिलीवर करने में असमर्थ। www.warehouse-fake.com पर 500 रुपये की स्टोरेज शुल्क का भुगतान करें,delivery_scam
Your TDS refund of Rs.15000 is pending. Claim: www.tds-refund.fake,tax_scam
खाते लॉक केले गेले आहे! 1 तासाच्या आत अनलॉक करण्यासाठी OTP आणि पिन सामायिक करा,otp_request
"प्रिय ग्राहक, अपना लेन-देन पूरा करने के लिए OTP 123456 साझा करें। 10 मिनट के लिए मान्य",otp_request
असामान्य क्रियाकलाप आढळला. सुरक्षिततेसाठी खाते लॉक केले गेले आहे. अनलॉक करा: www.security-unlock.fake,blocking_threat
"Update Aadhaar link by providing OTP, PIN and CVV via SMS",otp_request
Zomato को 899 रुपये का भुगतान किया गया। ऑर्डर #987654। UPI के माध्यम से भुगतान सफल,legitimate
8765432109 से 2000 रुपये प्राप्त हुए। UPI संदर्भ: 403456789012। शेष: 12000 रुपये,legitimate
Congratulations! You won Rs.25 Lakh in lucky draw. Claim at www.lottery-win.fake,lottery_scam
लंबित KYC के कारण 48 घंटों में खाता निलंबन। यहां अपडेट करें www.urgent-kyc.fake,fake_kyc
खाता लॉक हो गया है! 1 घंटे के भीतर अनलॉक करने के लिए OTP और पिन साझा करें,otp_request
तुम्ही iPhone 15 Pro चे निवडलेले विजेते आहात! दावा करण्यासाठी 500 रुपये डिलिव्हरी फी भरा,lottery_scam
Action required: Complete video KYC at www.vkyc-fake.com or account will be frozen,fake_kyc
You are our 1 millionth visitor! Claim Rs.1 Lakh reward at www.visitor-prize.fake,lottery_scam
क्रेडिट कार्ड बिल 8500 रुपये चे भुगतान केले. कार्ड XX1234. बाकी निकळली,legitimate
01-फेब्रुवारी-24 रोजी खाते XX3456 मध्ये पगार जमा: 45000 रुपये. XYZ COMPANY LTD कडून,legitimate
"प्रिय ग्राहक, असामान्य गतिविधि का पता चला। अपने खाते को सत्यापित करें: tiny.url/scam123",phishing
तुमचा TDS रिफंड 15000 रुपये बाकी आहे. दावा करा: www.tds-refund.fake,tax_scam
Government subsidy of Rs.15000 available for you. Apply: www.subsidy-fake.gov.in,phishing
ALERT: Someone is trying to access your account. Secure it now: securebank.fake,phishing
अभिनंदन! 50000 रुपये चा अमेझॉन भेट वाऊचर जिंकला. कार्ड तपशीलांसह दावा करा,lottery_scam
विमा प्रीमियम 2400 रुपये यशस्वीरित्या भरला. धोरण: LIC/12345678,legitimate
"Dear user, your account shows suspicious activity. Verify at www.verify-account.fake",phishing
ग्राहक सेवा कॉल कर रही है: कृपया रिफंड प्रक्रिया में मदद के लिए OTP साझा करें,otp_request
Confirm transaction by sharing 6-digit OTP sent to your mobile: XXXXXX,otp_request
नवीन KYC नियम: www.newkyc.fake वर PAN आणि आधारसह सेल्फी अपलोड करा,fake_kyc
"प्रिय ग्राहक, असामान्य गतिविधि का पता चला। अपने खाते को सत्यापित करें: tiny.url/scam123",phishing
"प्रिय ग्राहक, लंबित पार्सल के लिए 120 रुपये की डिलीवरी शुल्क का भुगतान करें। COD उपलब्ध नहीं है",delivery_scam
Zomato को 899 रुपये का भुगतान किया गया। ऑर्डर #987654। UPI के माध्यम से भुगतान सफल,legitimate
अभिनंदन! तुम्ही लकी ड्रॉ मध्ये 25 लाख रुपये जिंकले आहेत. www.lottery-win.fake वर दावा करा,lottery_scam
"OTP, CVV और कार्ड नंबर के साथ उत्तर देकर अपनी पहचान की पुष्टि करें",otp_request
Rs.300 paid to Uber via UPI. Trip ID: AB1234CD5678. Payment successful,legitimate
Salary credited: Rs.45000 in account XX3456 on 01-Feb-24. From: XYZ COMPANY LTD,legitimate
तुमचे KYC सत्यापन अपूर्ण आहे. 24 तासांच्या आत इथे अद्ययावत करा www.kyc-update.fake,fake_kyc
Income tax department: Refund Rs.22000 ready. Verify at www.it-dept.fake.gov.in,tax_scam
Unusual activity detected. Account locked for security. Unlock: www.security-unlock.fake,blocking_threat
"प्रिय विजेता, आपने लक्ज़री कार जीती है! दावा करने के लिए 5000 रुपये की पंजीकरण फीस का भुगतान करें",lottery_scam
You are selected winner of iPhone 15 Pro! Pay Rs.500 delivery fee to claim,lottery_scam
लंबित KYC के कारण 48 घंटों में खाता निलंबन। यहां अपडेट करें www.urgent-kyc.fake,fake_kyc
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
"प्रिय करदाता, 12000 रुपये चा रिफंड मंजूर केला. www.tax-refund.fake वर बँक तपशील सत्यापित करा",tax_scam
अभिनंदन! 50000 रुपये चा अमेझॉन भेट वाऊचर जिंकला. कार्ड तपशीलांसह दावा करा,lottery_scam
"Update Aadhaar link by providing OTP, PIN and CVV via SMS",otp_request
ग्राहकसेवा कॉल करत आहे: कृपया परतावा प्रक्रियेत मदत करण्यासाठी OTP सामायिक करा,otp_request
Rs.1200 debited for electricity bill payment. Transaction successful,legitimate
आपका TDS रिफंड 15000 रुपये लंबित है। दावा करें: www.tds-refund.fake,tax_scam
Your Flipkart order delivery requires Rs.99 fee. Pay now: www.flipkart-delivery.fake,delivery_scam
New KYC norms: Upload selfie with PAN and Aadhaar at www.newkyc.fake,fake_kyc
Rs.899 paid to Zomato. Order #987654. Payment via UPI successful,legitimate
आपके पास 30000 रुपये का नहीं मिला कर रिफंड है। आधार के साथ आवेदन करें: www.unclaimed-tax.fake,tax_scam
"तुमच्या खात्याच्या सत्यापनासाठी CVV, पिन आणि OTP आवश्यक आहे. लगेच सामायिक करा",otp_request
"प्रिय ग्राहक, अनुपालन आढळले नाही. खाते अवरोधित. अनब्लॉक करा: www.unblock-now.fake",blocking_threat
18000 रुपये ची कर सूट मंजूर केली. www.rebate-claim.fake वर बँक खाते अद्ययावत करा,tax_scam
Your bank account will be deactivated due to pending verification. Act now!,blocking_threat
तुमचा सत्यापन कोड 987654 आहे. कृपया तुमची ओळख सत्यापित करण्यासाठी हे सामायिक करा,otp_request
लंबित KYC के कारण 48 घंटों में खाता निलंबन। यहां अपडेट करें www.urgent-kyc.fake,fake_kyc
Tax rebate of Rs.18000 approved. Update bank account at www.rebate-claim.fake,tax_scam
"Dear customer, share OTP 123456 to complete your transaction. Valid for 10 minutes",otp_request
Congratulations! You've won Rs.5 Lakhs. Claim now at www.fakesite.com/claim with your details,phishing
करिअर सूचना: www.courier-fake.com वर 150 रुपये पुन्हा डिलिव्हरी शुल्क भरा,delivery_scam
आपका KYC सत्यापन अपूर्ण है। 24 घंटों के भीतर यहां अपडेट करें www.kyc-update.fake,fake_kyc
उत्पन्नकर विभाग: 22000 रुपये चा रिफंड तयार आहे. www.it-dept.fake.gov.in वर सत्यापित करा,tax_scam
Immediate action required! Account suspension in 24 hours. Update at www.save-account.fake,blocking_threat
Rs.899 paid to Zomato. Order #987654. Payment via UPI successful,legitimate
आपके फ्लिपकार्ट ऑर्डर की डिलीवरी के लिए 99 रुपये की शुल्क की आवश्यकता है। अब भुगतान करें: www.flipkart-delivery.fake,delivery_scam
Your account is marked for closure. Prevent by verifying at www.prevent-closure.fake,blocking_threat
"Dear taxpayer, refund of Rs.12000 approved. Verify bank details at www.tax-refund.fake",tax_scam
Account suspension in 48 hours due to pending KYC. Update at www.urgent-kyc.fake,fake_kyc
"OTP, CVV और कार्ड नंबर के साथ उत्तर देकर अपनी पहचान की पुष्टि करें",otp_request
"तुमच्या खात्याच्या सत्यापनासाठी CVV, पिन आणि OTP आवश्यक आहे. लगेच सामायिक करा",otp_request
"प्रिय वापरकर्ता, तुमच्या खात्यात संशयास्पद क्रियाकलाप दिसत आहे. येथे सत्यापित करा www.verify-account.fake",phishing
24 तासांच्या आत तुमचा 50000 रुपये चा विमा बोनस दावा करा www.insurance-bonus.fake,phishing
तुमचा KYC बाकी आहे. आता इथे अद्ययावत करा www.updatekyc-fake.com किंवा खाते निलंबित केले जाईल,phishing
चेतावणी: कोणी तुमच्या खात्यात प्रवेश करण्याचा प्रयत्न करत आहे. आता ते सुरक्षित करा: securebank.fake,phishing
Your account is marked for closure. Prevent by verifying at www.prevent-closure.fake,blocking_threat
लंबित सत्यापन के कारण आपका बैंक खाता निष्क्रिय कर दिया जाएगा। अब कार्रवाई करें!,blocking_threat
RBI नियम: KYC अद्ययावत करा किंवा 10000 रुपये चा दंड सामना करा. www.penalty-kyc.fake ला भेट द्या,fake_kyc
लंबित KYC मुळे 48 तासांत खाते निलंबन. इथे अद्ययावत करा www.urgent-kyc.fake,fake_kyc
Rs.5000 withdrawn from ATM at MG Road on 18-Jan-24. Available balance: Rs.20000,legitimate
Rs.1200 debited for electricity bill payment. Transaction successful,legitimate
बक्षीस वितरणासाठी सत्यापन आवश्यक आहे. दावा करण्यासाठी OTP आणि CVV पाठवा,otp_request
"प्रिय ग्राहक, अनुपालन नहीं मिला। खाता अवरुद्ध। अनब्लॉक करें: www.unblock-now.fake",blocking_threat
मोबाइल रिचार्ज के लिए 750 रुपये डेबिट किए गए। नंबर: 9876543210। शेष: 9250 रुपये,legitimate
18000 रुपये ची कर सूट मंजूर केली. www.rebate-claim.fake वर बँक खाते अद्ययावत करा,tax_scam
UPI के माध्यम से दान 200 रुपये का भुगतान किया गया। लेन-देन आईडी: 404567890123। धन्यवाद!,legitimate
NEFT मार्फत किरायेदाराला 15000 रुपये चे भुगतान यशस्वी. संदर्भ: N12345678,legitimate
क्रेडिट कार्ड बिल 8500 रुपये का भुगतान किया गया। कार्ड XX1234। बकाया समाप्त,legitimate
Immediate action required! Account suspension in 24 hours. Update at www.save-account.fake,blocking_threat
"अपने खाते को अनब्लॉक करने के लिए, अपना CVV नंबर और कार्ड समाप्ति तिथि के साथ उत्तर दें",otp_request
Account suspension in 48 hours due to pending KYC. Update at www.urgent-kyc.fake,fake_kyc
Rs.150 debited for Swiggy order. Txn successful. Balance: Rs.8500,legitimate
Account suspension in 48 hours due to pending KYC. Update at www.urgent-kyc.fake,fake_kyc
तुमचा कार्ड CVV आणि OTP प्रदान करून KYC अद्ययावत करा. 1800-XXX-FAKE ला कॉल करा,otp_request
आपका KYC सत्यापन अपूर्ण है। 24 घंटों के भीतर यहां अपडेट करें www.kyc-update.fake,fake_kyc
इस लिंक पर क्लिक करके अपना मोबाइल नंबर पुष्टि करें: bit.ly/confirm-fake या सेवा बंद हो जाएगी,phishing
Claim your insurance bonus of Rs.50000 at www.insurance-bonus.fake within 24 hours,phishing
Your PAN card is not linked. Click here to link immediately or face penalty,phishing
DTDC Alert: Parcel stuck. Clear Rs.250 fee at www.dtdc-fake.com for delivery,delivery_scam
"अनधिकृत लेन-देन को उलटने के लिए, अपना डेबिट कार्ड पिन और OTP प्रदान करें",otp_request
तुमच्याकडे 25000 रुपये चा न मिळालेला कर परतावा आहे. येथे अर्ज करा www.taxrefund-fake.in,phishing
Your verification code is 987654. Please share this to verify your identity,otp_request
तुमचे खाते बंद करण्यासाठी चिन्हांकित केले गेले आहे. www.prevent-closure.fake वर सत्यापित करून प्रतिबंधित करा,blocking_threat
DTDC चेतावनी: पार्सल अटका हुआ है। डिलीवरी के लिए www.dtdc-fake.com पर 250 रुपये की शुल्क साफ़ करें,delivery_scam
शेवटची चेतावणी! 1 तासात खाते अवरोधन. लगेचच सत्यापन आवश्यक,blocking_threat
अभिनंदन! तुम्ही 5 लाख रुपये जिंकले आहेत. आता इथे दावा करा www.fakesite.com/claim तुमच्या तपशीलांसह,phishing
नीति उल्लंघन के कारण सेवा बंद कर दी गई है। www.restore-service.fake पर पुनर्स्थापित करें,blocking_threat
सत्यापन आवश्यक: तुमचा ATM पिन आणि OTP 9999988888 वर पाठवा,otp_request
Blue Dart: Delivery charges Rs.180 pending. Pay at www.bluedart-fake.in,delivery_scam
01-फर-24 को खाता XX3456 में वेतन जमा: 45000 रुपये। XYZ COMPANY LTD से,legitimate
तुम्ही KBC लॉटरी मध्ये 5 कोटी रुपये जिंकले आहेत! तुमच्या बँक तपशीलांसह लगेच संपर्क साधा,lottery_scam
Your package delivery failed. Pay Rs.300 at www.delivery-retry.fake to reschedule,delivery_scam
उद्यापासून E-KYC अनिवार्य. दस्तऐवज सादर करा www.mandate-kyc.fake,fake_kyc
उत्पन्नकर विभाग: 22000 रुपये चा रिफंड तयार आहे. www.it-dept.fake.gov.in वर सत्यापित करा,tax_scam
आप iPhone 15 Pro के चयनित विजेता हैं! दावा करने के लिए 500 रुपये की डिलीवरी फीस का भुगतान करें,lottery_scam
Courier notification: Pay Rs.150 redelivery fee at www.courier-fake.com,delivery_scam
GST रिफंड 8000 रुपये उपलब्ध आहे. 7 दिवसांच्या आत www.gst-refund-fake.com वर दावा करा,tax_scam
लंबित सत्यापन के कारण आपका बैंक खाता निष्क्रिय कर दिया जाएगा। अब कार्रवाई करें!,blocking_threat
Rs.2500 transferred to 9876543210 via PhonePe. UPI Ref: 401234567890,legitimate
Rs.200 donated to charity via UPI. Txn ID: 404567890123. Thank you!,legitimate
मोबाईल रिचार्जसाठी 750 रुपये डेबिट केले. नंबर: 9876543210. शिल्लक: 9250 रुपये,legitimate
Your account is marked for closure. Prevent by verifying at www.prevent-closure.fake,blocking_threat
Salary credited: Rs.45000 in account XX3456 on 01-Feb-24. From: XYZ COMPANY LTD,legitimate
लकी विजेता चेतावणी! 10 लाख रुपये चा बक्षीस. दावा करण्यासाठी 2000 रुपये प्रक्रिया शुल्क पाठवा,lottery_scam
Courier notification: Pay Rs.150 redelivery fee at www.courier-fake.com,delivery_scam
"OTP, CVV और कार्ड नंबर के साथ उत्तर देकर अपनी पहचान की पुष्टि करें",otp_request
You won Rs.5 Crore in KBC lottery! Contact immediately with your bank details,lottery_scam
Your bank KYC is not updated as per RBI guidelines. Update now: www.rbikyc.fake,fake_kyc
नवीन KYC नियम: www.newkyc.fake वर PAN आणि आधारसह सेल्फी अपलोड करा,fake_kyc
RBI दिशानिर्देशों के अनुसार आपका बैंक KYC अपडेट नहीं है। अब अपडेट करें: www.rbikyc.fake,fake_kyc
असामान्य क्रियाकलाप आढळला. सुरक्षिततेसाठी खाते लॉक केले गेले आहे. अनलॉक करा: www.security-unlock.fake,blocking_threat
Prize delivery requires verification. Send OTP and CVV to claim,otp_request
तत्काल: आपका बैंक खाता अवरुद्ध हो जाएगा। तुरंत यहां क्लिक करें: bit.ly/fake123 सत्यापित करने के लिए,phishing
आपका खाता अस्थायी रूप से अवरुद्ध है। www.unblock-kyc.fake पर KYC पूरा करें,fake_kyc
Your Flipkart order delivery requires Rs.99 fee. Pay now: www.flipkart-delivery.fake,delivery_scam
मोबाइल रिचार्ज के लिए 750 रुपये डेबिट किए गए। नंबर: 9876543210। शेष: 9250 रुपये,legitimate
आप iPhone 15 Pro के चयनित विजेता हैं! दावा करने के लिए 500 रुपये की डिलीवरी फीस का भुगतान करें,lottery_scam
"प्रिय उपयोगकर्ता, आपके खाते में संदिग्ध गतिविधि दिखाई दे रही है। यहां सत्यापित करें www.verify-account.fake",phishing
तुमचे क्रेडिट कार्ड संपले आहे. तपशील अद्ययावत करा www.updatecard.fake.com लगेच,phishing
Rs.1000 credited to account XX5678 on 20-Jan-24. NEFT from JOHN DOE. Balance: Rs.15000,legitimate
Congratulations! WhatsApp lottery winner Rs.20 Lakh. Click www.whatsapp-lottery.fake,lottery_scam
गूगल वार्षिकोत्सव विजेता! 15 लाख रुपये चा बक्षीस. OTP आणि CVV सह ओळख पडताळा,lottery_scam
Final warning! Account blockage in 1 hour. Immediate verification required,blocking_threat
ALERT: Someone is trying to access your account. Secure it now: securebank.fake,phishing
बिजली बिल भुगतान के लिए 1200 रुपये डेबिट किए गए। लेन-देन सफल,legitimate
सीमित समय की पेशकश! 10000 रुपये कैशबैक प्राप्त करें। यहां पंजीकरण करें www.freemoney.fake.com,phishing
RBI नियम: KYC अपडेट करें या 10000 रुपये का जुर्माना सामना करें। www.penalty-kyc.fake पर जाएं,fake_kyc
Tax rebate of Rs.18000 approved. Update bank account at www.rebate-claim.fake,tax_scam
New KYC norms: Upload selfie with PAN and Aadhaar at www.newkyc.fake,fake_kyc
International parcel held. Clear customs duty Rs.800 at www.intl-customs.fake,delivery_scam
Unusual activity detected. Account locked for security. Unlock: www.security-unlock.fake,blocking_threat
डिलिव्हरी बाकी! तुमचा अमेझॉन पॅकेज मिळवण्यासाठी 200 रुपये शुल्क भरा,delivery_scam
Congratulations! WhatsApp lottery winner Rs.20 Lakh. Click www.whatsapp-lottery.fake,lottery_scam
Your account is marked for closure. Prevent by verifying at www.prevent-closure.fake,blocking_threat
आपका सत्यापन कोड 987654 है। कृपया अपनी पहचान सत्यापित करने के लिए इसे साझा करें,otp_request
अभिनंदन! 50000 रुपये चा अमेझॉन भेट वाऊचर जिंकला. कार्ड तपशीलांसह दावा करा,lottery_scam
तुमच्याकडे 25000 रुपये चा न मिळालेला कर परतावा आहे. येथे अर्ज करा www.taxrefund-fake.in,phishing
Zomato को 899 रुपये का भुगतान किया गया। ऑर्डर #987654। UPI के माध्यम से भुगतान सफल,legitimate
Congratulations! You won Rs.25 Lakh in lucky draw. Claim at www.lottery-win.fake,lottery_scam
आपका खाता बंद होने के लिए चिह्नित है। www.prevent-closure.fake पर सत्यापित करके रोकें,blocking_threat
"प्रिय विजेता, आपने लक्ज़री कार जीती है! दावा करने के लिए 5000 रुपये की पंजीकरण फीस का भुगतान करें",lottery_scam
पैकेज डिलीवर करने में असमर्थ। www.warehouse-fake.com पर 500 रुपये की स्टोरेज शुल्क का भुगतान करें,delivery_scam
चेतावणी: कोणी तुमच्या खात्यात प्रवेश करण्याचा प्रयत्न करत आहे. आता ते सुरक्षित करा: securebank.fake,phishing
तुमचा सत्यापन कोड 987654 आहे. कृपया तुमची ओळख सत्यापित करण्यासाठी हे सामायिक करा,otp_request
01-फर-24 को खाता XX3456 में वेतन जमा: 45000 रुपये। XYZ COMPANY LTD से,legitimate
RBI दिशानिर्देशों के अनुसार आपका बैंक KYC अपडेट नहीं है। अब अपडेट करें: www.rbikyc.fake,fake_kyc
"प्रिय असेसी, 500 रुपये की प्रसंस्करण शुल्क का भुगतान करके 20000 रुपये का रिफंड तेज़ करें",tax_scam
मोबाइल पर भेजे गए 6-अंकीय OTP को साझा करके लेन-देन की पुष्टि करें: XXXXXX,otp_request
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
"प्रिय वापरकर्ता, तुमच्या खात्यात संशयास्पद क्रियाकलाप दिसत आहे. येथे सत्यापित करा www.verify-account.fake",phishing
Unusual activity detected. Account locked for security. Unlock: www.security-unlock.fake,blocking_threat
PhonePe मार्फत 9876543210 ला 2500 रुपये हस्तांतरित केले. UPI संदर्भ: 401234567890,legitimate
मोबाईल रिचार्जसाठी 750 रुपये डेबिट केले. नंबर: 9876543210. शिल्लक: 9250 रुपये,legitimate
तुमचे KYC सत्यापन अपूर्ण आहे. 24 तासांच्या आत इथे अद्ययावत करा www.kyc-update.fake,fake_kyc
"अपने खाते को अनब्लॉक करने के लिए, अपना CVV नंबर और कार्ड समाप्ति तिथि के साथ उत्तर दें",otp_request
"अनधिकृत व्यवहार उलटवण्यासाठी, तुमचा डेबिट कार्ड पिन आणि OTP प्रदान करा",otp_request
तुमचे खाते बंद करण्यासाठी चिन्हांकित केले गेले आहे. www.prevent-closure.fake वर सत्यापित करून प्रतिबंधित करा,blocking_threat
आपके पास 25000 रुपये का नहीं मिला कर रिफंड है। यहां आवेदन करें www.taxrefund-fake.in,phishing
Rs.200 donated to charity via UPI. Txn ID: 404567890123. Thank you!,legitimate
DTDC चेतावनी: पार्सल अटका हुआ है। डिलीवरी के लिए www.dtdc-fake.com पर 250 रुपये की शुल्क साफ़ करें,delivery_scam
Your electricity bill payment failed. Retry at www.billpay.fake.com with card details,phishing
रद्द ऑर्डरसाठी 3500 रुपये चा परतावा जमा केला. Amazon परतावा ID: RF123456,legitimate
आपने सफलतापूर्वक ABC स्टोर को UPI के माध्यम से 250 रुपये का भुगतान किया है। लेन-देन आईडी: 402345678901,legitimate
"Dear customer, KYC documents expired. Re-submit PAN, Aadhaar at www.ekyc.fake",fake_kyc
Rs.2500 transferred to 9876543210 via PhonePe. UPI Ref: 401234567890,legitimate
"प्रिय करदाता, 12000 रुपये का रिफंड अनुमोदित। www.tax-refund.fake पर बैंक विवरण सत्यापित करें",tax_scam
नए सुविधाओं को सक्रिय करने के लिए अपना इंटरनेट बैंकिंग पासवर्ड और OTP साझा करें,otp_request
"प्रिय असेसी, 500 रुपये प्रक्रिया शुल्क भरून 20000 रुपये चा रिफंड वेगवान करा",tax_scam
सीमित समय की पेशकश! 10000 रुपये कैशबैक प्राप्त करें। यहां पंजीकरण करें www.freemoney.fake.com,phishing
RBI regulation: Update KYC or face Rs.10000 penalty. Visit www.penalty-kyc.fake,fake_kyc
Your verification code is 987654. Please share this to verify your identity,otp_request
कार्रवाई आवश्यक! आपका खाता संकट में है। सुरक्षित करने के लिए क्लिक करें: fakbank.com/secure,phishing
"प्रिय असेसी, 500 रुपये की प्रसंस्करण शुल्क का भुगतान करके 20000 रुपये का रिफंड तेज़ करें",tax_scam
"Dear user, your account shows suspicious activity. Verify at www.verify-account.fake",phishing
"अनधिकृत व्यवहार उलटवण्यासाठी, तुमचा डेबिट कार्ड पिन आणि OTP प्रदान करा",otp_request
तुमच्या Paytm वॉलेटमध्ये 50 रुपये कॅशबॅक जमा केले. एकूण शिल्लक: 550 रुपये,legitimate
क्रेडिट कार्ड बिल 8500 रुपये का भुगतान किया गया। कार्ड XX1234। बकाया समाप्त,legitimate
Your bank account will be deactivated due to pending verification. Act now!,blocking_threat
तुमचे क्रेडिट कार्ड संपले आहे. तपशील अद्ययावत करा www.updatecard.fake.com लगेच,phishing
बिजली बिल भुगतान के लिए 1200 रुपये डेबिट किए गए। लेन-देन सफल,legitimate
आपने KBC लॉटरी में 5 करोड़ रुपये जीते! अपने बैंक विवरण के साथ तुरंत संपर्क करें,lottery_scam
Action required: Complete video KYC at www.vkyc-fake.com or account will be frozen,fake_kyc
मर्यादित कालावधी ऑफर! 10000 रुपये कॅशबॅक मिळवा. येथे नोंदणी करा www.freemoney.fake.com,phishing
शेवटची चेतावणी! 1 तासात खाते अवरोधन. लगेचच सत्यापन आवश्यक,blocking_threat
GST रिफंड 8000 रुपये उपलब्ध आहे. 7 दिवसांच्या आत www.gst-refund-fake.com वर दावा करा,tax_scam
मोबाईल रिचार्जसाठी 750 रुपये डेबिट केले. नंबर: 9876543210. शिल्लक: 9250 रुपये,legitimate
Your electricity bill payment failed. Retry at www.billpay.fake.com with card details,phishing
तुमचा कार्ड CVV आणि OTP प्रदान करून KYC अद्ययावत करा. 1800-XXX-FAKE ला कॉल करा,otp_request
Rs.3500 refund credited for cancelled order. Amazon Refund ID: RF123456,legitimate
"Dear customer, KYC documents expired. Re-submit PAN, Aadhaar at www.ekyc.fake",fake_kyc
नए KYC नियम: www.newkyc.fake पर PAN और आधार के साथ सेल्फी अपलोड करें,fake_kyc
तुम्ही ABC Store ला UPI मार्फत 250 रुपये यशस्वीरित्या भरले आहेत. व्यवहार ID: 402345678901,legitimate
अभिनंदन! 50000 रुपये चा अमेझॉन भेट वाऊचर जिंकला. कार्ड तपशीलांसह दावा करा,lottery_scam
तुमचा कार्ड CVV आणि OTP प्रदान करून KYC अद्ययावत करा. 1800-XXX-FAKE ला कॉल करा,otp_request
Blue Dart: Delivery charges Rs.180 pending. Pay at www.bluedart-fake.in,delivery_scam
"आपके खाते के सत्यापन के लिए CVV, पिन और OTP की आवश्यकता है। तुरंत साझा करें",otp_request
RBI नियम: KYC अद्ययावत करा किंवा 10000 रुपये चा दंड सामना करा. www.penalty-kyc.fake ला भेट द्या,fake_kyc
लगेचच कृती आवश्यक! 24 तासांत खाते निलंबन. इथे अद्ययावत करा www.save-account.fake,blocking_threat
डिलीवरी लंबित है! अमेज़ॅन पैकेज प्राप्त करने के लिए 200 रुपये शुल्क का भुगतान करें,delivery_scam
You have successfully paid Rs.250 to ABC Store via UPI. Txn ID: 402345678901,legitimate
Unusual activity detected. Account locked for security. Unlock: www.security-unlock.fake,blocking_threat
Enter your ATM PIN and OTP to receive cashback of Rs.500 in your account,otp_request
Google anniversary winner! Rs.15 Lakh prize. Verify identity with OTP and CVV,lottery_scam
Rent payment of Rs.15000 to landlord successful via NEFT. Ref: N12345678,legitimate
मोबाइल पर भेजे गए 6-अंकीय OTP को साझा करके लेन-देन की पुष्टि करें: XXXXXX,otp_request
Rs.5000 withdrawn from ATM at MG Road on 18-Jan-24. Available balance: Rs.20000,legitimate
Zomato ला 899 रुपये भरले. ऑर्डर #987654. UPI मार्फत भुगतान यशस्वी,legitimate
"SMS के माध्यम से OTP, पिन और CVV प्रदान करके आधार लिंक अपडेट करें",otp_request
Verification needed: Send your ATM PIN and OTP to 9999988888,otp_request
Your verification code is 987654. Please share this to verify your identity,otp_request
तुमचे क्रेडिट कार्ड संपले आहे. तपशील अद्ययावत करा www.updatecard.fake.com लगेच,phishing
Share your internet banking password and OTP to activate new features,otp_request
आपके Paytm वॉलेट में 50 रुपये कैशबैक जमा किए गए। कुल शेष: 550 रुपये,legitimate
तत्काल: आपका बैंक खाता अवरुद्ध हो जाएगा। तुरंत यहां क्लिक करें: bit.ly/fake123 सत्यापित करने के लिए,phishing
Cashback of Rs.50 credited to your Paytm wallet. Total balance: Rs.550,legitimate
Your account XX9012 has been credited with Rs.5000 on 22-Jan-24. IMPS from JANE SMITH,legitimate
लंबित सत्यापनामुळे तुमचे बँक खाते निष्क्रिय केले जाईल. आता कृती करा!,blocking_threat
तुमच्या खात्याची क्रियाकलाप संशयास्पद आहे. उद्या फ्रीझ केले जाईल. सत्यापित करा: www.freeze-stop.fake,blocking_threat
"प्रिय ग्राहक, KYC दस्तावेज़ समाप्त हो गए हैं। PAN, आधार को पुनः प्रस्तुत करें www.ekyc.fake",fake_kyc
